Cycle | genre,work,witness,siecle,date,langue,nature,nature_descrip.,bibliotheque,localisation,latitude,longitude,cote,ville_imprimeur,auteur,obs.,philobiblon_id,copie_numerisee
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1575,castillan,imprimé,,Biblioteca Nazionale,Palermo,,,,"Sevilla, Alonso de la Barrera,",,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1575,castillan,imprimé,,Biblioteca Apostolica Vaticana,Cité du Vatican ,,,Barberini: KK.K.VIII.32,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1580,castillan,imprimé,,Biblioteca de Santa Cruz,Valladolid,,,3820,"Alcalá de Henares, Querino Gerardo,",,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1580,castillan,imprimé,,Bibliothèque nationale de France,Paris,,,Rés. Y 2 230,"Alcalá de Henares, Querino Gerardo,",,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2.521,"Sevilla, Fernando Díaz,",,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-8.542;,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Nationalbibliothek,Vienne,,,40.R.33.Bd.1,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Vědecká knihovna v Olomouci,Olomouc,,,II.31.231,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Bibliothèque nationale de France,Paris,,,Rés. Y2 232,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,British Library,Londres,,,86.k.5,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Biblioteca Apostolica Vaticana (Archivio Barberini),Cité du Vatican ,,,KKK.VIII-32,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Library of the University of North Carolina,"Chapel Hill, North Carolina",,,,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1586,castillan,imprimé,,Hispanic Socicty of America,New York,,,,,,,,
i-iv libro amadisiano,Amadis de Gaula,"Los quatro libros del inuencible cauallero Amadis de Gaula : en que se tratan sus muy altos hechos de armas, y apazibles cauallerias : agora nueuamente impressos ",,1588,castillan,imprimé,,British Library,Londres,,,12403.b.3.,Burgos: Burgos: Herederos del impresor Juan Gracián (BL Cat.),,,,
v libro amadisiano,Las sergas de Esplandián,Las sergas del virtuoso cauallero esplãdian hijo de amadis de gaula,,1510,castillan,imprimé,,,,,,," Sevilla, Jacobo Cromberge","Garci Rodríguez de Montalvo, regidor de Medina del Campo,",,,
v libro amadisiano,Las sergas de Esplandián,Las sergas del virtuoso cauallero esplãdian hijo de amadis de gaula,,1521,castillan,imprimé,,,,,,,"Toledo, Juan de Villaquirán",,,,
v libro amadisiano,Las sergas de Esplandián,Las sergas del virtuoso cauallero esplãdian hijo de amadis de gaula,,1525,castillan,imprimé,, Harvard University (Houghton Li.brary),"Cambridge, Massachusetts",,,Typ 525 25.369   ,Roma: Antonio de Salamanca,,,il n’y est pas sur Megias,
v libro amadisiano,Las sergas de Esplandián,Las sergas del caballero Esplandián hijo de amadis de gaula (q̃ fueron escritas en griego por la mano de ãql grã maestro Helisabed,,1525,castillan,imprimé,,British Library,Londres ,,,C.20.e.11 ,"Roma: Jacobo de Junta (BL Cat.), Antonio de Salamanca (BL Cat.),","Garci Rodríguez de Montalvo, regidor de Medina del Campo,",,BETA texid 10446/  cnum 11616,
v libro amadisiano,Las sergas de Esplandián,Las sergas del caballero Esplandián hijo de amadis de gaula (q̃ fueron escritas en griego por la mano de ãql grã maestro Helisabed,,1526,castillan,imprimé,,,,,,,"Sevilla, Juan Várela de Salamanca, (10 de abril)",,,,
v libro amadisiano,Las sergas de Esplandián,Las sergas del caballero Esplandián hijo de amadis de gaula (q̃ fueron escritas en griego por la mano de ãql grã maestro Helisabed,,1526,castillan,imprimé,,,,,,,"Burgos, a costa de Juan de Junta, (15 de mayo)",,,,
v libro amadisiano,Las sergas de Esplandián,Las sergas del caballero Esplandián hijo de amadis de gaula (q̃ fueron escritas en griego por la mano de ãql grã maestro Helisabed,,1542,castillan,imprimé,,British Library,Londres,,,G.10293 ,"Sevilla: Jacobo Cromberger (BL Cat.), 1542 ",,,BETA texid 10446/ cnum 11615,
v libro amadisiano,Las sergas de Esplandián,Las sergas del caballero Esplandián hijo de amadis de gaula (q̃ fueron escritas en griego por la mano de ãql grã maestro Helisabed,,1549,castillan,imprimé,,,,,,,"Sevilla, Jacome Cromberger",,,,
v libro amadisiano,Las sergas de Esplandián,"Libro primero delas sergas del muy esforçado cauallero Esplandian, hijo del excelente Rey Amadis de Gaula. ",,1587,castillan,imprimé,,British Library,Londres,,,C.20.d.26 ,"Burgos: Simón de Aguaya, 1587",,,BETA texid 10446/  cnum 11612,
v libro amadisiano,Las sergas de Esplandián,"El ramo que de los quatro libros de Amadis de Gaula sale. Llamado las sergas del muy Esforçado Cauallero Esplandian, hijo del excelente Rey Amadis de Gaula.",,1587,castillan,imprimé,,British Library,Londres,,,12403.b.4,"Zaragoza: Simón de Portonariis (BL Cat.) para Pedro de Ibarra, Antonio Hernández, ",,,BETA texid 10446/ cnum 11613,
v libro amadisiano,Las sergas de Esplandián,"El ramo que de los quatro libros de Amadis de Gaula sale. Llamado las sergas del muy Esforçado Cauallero Esplandian, hijo del excelente Rey Amadis de Gaula.",,1588,castillan,imprimé,,British Library,Londres,,,12403.b.3. , Alcalá de Henares: Joao Garcia,,, BETA texid 10446/ Cnum 11614,
vi libro amadisiano,Florisandro de Cantaria, El sexto libꝛo del muy esfoꝛçado ⁊ grande rey amadis | de gaula:en q̃ se recuentã los grandes ⁊ hazañosos fe|chos ᵭl muy valiẽte ⁊ esfoꝛçado cavallero florisando | ,,1510,castillan,imprimé,,British Library,Londres,,,C.20.e.34,Salamanca: Juan de Porras ,Páez de Ribera,,BETA texid 10447/cnum 11618,
vi libro amadisiano,Florisandro de Cantaria, El sexto libꝛo del muy esfoꝛçado ⁊ grande rey amadis | de gaula:en q̃ se recuentã los grandes ⁊ hazañosos fe|chos ᵭl muy valiẽte ⁊ esfoꝛçado cavallero florisando | ,,1510,castillan,imprimé,,,,,,," Toledo, Juan de Cez, ",,,,
vi libro amadisiano,Florisandro de Cantaria, El sexto libꝛo del muy esfoꝛçado ⁊ grande rey amadis | de gaula:en q̃ se recuentã los grandes ⁊ hazañosos fe|chos ᵭl muy valiẽte ⁊ esfoꝛçado cavallero florisando | ,,1526,castillan,imprimé,,,,,,,"- Sevilla, Juan Várela de Salamanca, 1526 (28 de octubre)",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1514,castillan,imprimé,,,,,,," Sevilla, Juan Várela de Salamanca, 1514 (22 de septiembre",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1525,castillan,imprimé,folio,Biblioteca Nacional de España,Madrid,40.4237276,-3.6899043,  U/8571 (1) | olim U10540 ,"Sevilla: Jacobo Cromberger, Juan Cromberger",Feliciano de Silva,,BETA texid 11155/ cnum 13424 ,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1534,castillan,imprimé,,,,,,," Toledo, 1534",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1539,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 233," Toledo, Juan de Avala, 1539 (15 de abril)",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1543,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,I/C/101," Sevilla, Domenico de Robertis, 1543 (20 de diciembre",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1548,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2938," Sevilla, Domenico de Robertis, 1548 (19 de junio)",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1548,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2.o P.o.hisp.2," Sevilla, Domenico de Robertis, 1548 (19 de junio)",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1548,castillan,imprimé,,bibliotheque Mazarine,Paris,,,Rés. 364 (2)," Sevilla, Domenico de Robertis, 1548 (19 de junio)",,"(encuadernado junto a Las sergas de Esplandián (Amadís, 5), Sevilla, 1542)",,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1550,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-13138," Sevilla, Jacome Cromberger, 1550 (19 de enero)",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1564,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-866," Estella, Adrián de Anvers, 1564",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1564,castillan,imprimé,, Harvard University (Houghton Li.brary),"Cambridge, Massachusetts",,,," Estella, Adrián de Anvers, 1564",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 8-III-6," Zaragoza, Pedro Puig y Juan Escarilla (a costa de Antonio Hernández), 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11759," Zaragoza, Pedro Puig y Juan Escarilla (a costa de Antonio Hernández), 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,National Library of Scotland,Edinbourg,,,H.23.a.1," Zaragoza, Pedro Puig y Juan Escarilla (a costa de Antonio Hernández), 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,365(1)," Zaragoza, Pedro Puig y Juan Escarilla (a costa de Antonio Hernández), 1587",,"(encuadernado junto a Las sergas de Esplandián (Amadís, 5)",,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,40.R.33.Bd.3.7," Zaragoza, Pedro Puig y Juan Escarilla (a costa de Antonio Hernández), 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 9-III-10,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-884,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,University of California,Berkeley,,,PQ6275.A4.1587,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Niedersächsische Staats- und Universitätsbibliothek,Göttingen,,,4.o Fab. Rom. II 85,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca Nacional de Portugal,Lisbonne,,,,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Biblioteca da Ajuda,Lisbonne,,,,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,British Library,Londres,,,C.39.i.4,"Lisboa: em casa de Afonso López, 1587",,,,
vil libro amadisiano,Lisuarte de Grecia,"El séptimo libro de Amadís, en el cual se trata de los grandes hechos en armas de Lisuarte de Grecia, hijo de Esplandián y de Perión de Gaula",,1587,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 236,"Lisboa: em casa de Afonso López, 1587",,,,
VIII Libro amadisiano,Lisuarte de Grecia,"El Octavo libro de Amadís: que trata de las extrañas aventuras y grandes proezas de su nieto Lisuarte, y de la muerte del ínclito rey Amadís",,1526,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 9-V-5," Sevilla, Jacobo y Juan Cromberger 1526 (25 de septiembre)",Juan Díaz,,,
VIII Libro amadisiano,Lisuarte de Grecia,"El Octavo libro de Amadís: que trata de las extrañas aventuras y grandes proezas de su nieto Lisuarte, y de la muerte del ínclito rey Amadís",,1526,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-71," Sevilla, Jacobo y Juan Cromberger 1526 (25 de septiembre)",Juan Díaz,,,
VIII Libro amadisiano,Lisuarte de Grecia,"El Octavo libro de Amadís: que trata de las extrañas aventuras y grandes proezas de su nieto Lisuarte, y de la muerte del ínclito rey Amadís",,1526,castillan,imprimé,, Kenneth Rapoport,"Middletown, Orange County, New York",,,," Sevilla, Jacobo y Juan Cromberger 1526 (25 de septiembre)",Juan Díaz,"(el ejemplar de Phillipps, encuadernado junto a la edición de 1542 de Amadís de Grecia (Amadís, 7))",,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1530,castillan,imprimé,,Würtembergische Landesbibliothek,Stuttgart,,,Ra.16.ama.1,"Cuenca: en casa de Cristóbal Francés, a costa de Atanasio de Salcedo, 1530.",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1535,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,U-8571,"Burgos: Juan de Junta, 1535.",Feliciano de Silva,incompleto,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1542,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,U-8132,"Sevilla: en las casas de Juan Crómberger, 1542",Feliciano de Silva,incompleto,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1542,castillan,imprimé,,Biblioteca Nacional de España (Cerv. Sedó),Madrid,,,8773,"Sevilla: en las casas de Juan Crómberger, 1542",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1542,castillan,imprimé,,British Library,Londres,,,G.10294,"Sevilla: en las casas de Juan Crómberger, 1542",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1542,castillan,imprimé,, Kenneth Rapoport,"Middletown, Orange County, New York",,,,"Sevilla: en las casas de Juan Crómberger, 1542",Feliciano de Silva,"el ejemplar de Phillipps, encuadernado junto a la edición de 1526 de Lisuarte de Grecia (Amadís, 8))",,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1542,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,Rés. 361,"Sevilla: en las casas de Juan Crómberger, 1542",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1549,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2532,"Sevilla: en las casas de Jácome Crómberger,",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1549,castillan,imprimé,,University of Michigan,"Ann Arbor, Michigan",,,PQ6274.A6.1549,"Sevilla: en las casas de Jácome Crómberger,",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1549,castillan,imprimé,,Trinity College,Dublin,,,Quin 34,"Sevilla: en las casas de Jácome Crómberger,",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1564,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 9-IV-6,"Medina del Campo: Francisco del Canto, a costa de Benito Boyer, 1564.",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 8-III-3,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2525,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-13142,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,incompleto,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,National Library of Scotland,Edinbourg,,,T.73.a,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,British Library,Londres,,,C.8.i.8,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Bibliothèque de l'Arsenal,Paris,,,Rés. Fol. B.L. 961,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,BodleianLibrary ,Oxford,,,27612d.1,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 240,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Biblioteca Apostolica Vaticana (Archivio Barberini),Cité du Vatican ,,,KKK.VIII.31,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
IX libro amadisiano,Amadis de Grecia,"Nono libro de Amadís de Gaula, que es la crónica del muy valiente y esforzado príncipe y Caballero de la Ardiente Espada Amadís de Grecia, hijo de Lisuarte de Grecia, emperador de Constantinopla y de Trapisonda y rey de Rodas, que trata de sus grandes hechos en armas y extraños amores.",,1596,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,40.R.33.Bd.4,"Lisboa: en casa de Simón López, 1596",Feliciano de Silva,,,
Partes I-II. X libro amadisiano,Florisel de Niquea,"La crónica de los muy valientes y esforzados e invencibles caballeros don Florisel de Niquea y el fuerte Anaxartes, hijos del muy excelente príncipe Amadís de Grecia",,1532,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-34796,Valladolid: «a costa de Juan Despinosa librero y de maestre Nicolás Tierri impresor»,Feliciano de Silva,,,
Partes I-II. X libro amadisiano,Florisel de Niquea,"La crónica de los muy valientes y esforzados e invencibles caballeros don Florisel de Niquea y el fuerte Anaxartes, hijos del muy excelente príncipe Amadís de Grecia",,1532,castillan,imprimé,,British Library,Londres,,,G.10295,Valladolid: «a costa de Juan Despinosa librero y de maestre Nicolás Tierri impresor»,Feliciano de Silva,,,
